internalTaxonId,scientificName,name,language,main
197209,Lankascincus sripadensis,Sripada Forest Skink,English,true
197217,Chalcidoseps thwaitesi,Thwaites' Skink,English,true
197219,Cyrtodactylus soba,Dumbara Bent Toed Gecko,English,true
197221,Cyrtodactylus fraenatus,Grosser Waldgecko,German,false
197221,Cyrtodactylus fraenatus,Sri Lanka Bow-fingered Gecko,English,true
197226,Cnemaspis scalpensis,Ferguson’s Day Gecko,English,true
197227,Cnemaspis samanalensis,Samanala kandu diva huna,Sinhala; Sinhalese,false
197227,Cnemaspis samanalensis,Samanala Day Gecko,English,true
197228,Cnemaspis retigalensis,Retigala diva huna,Sinhala; Sinhalese,false
197228,Cnemaspis retigalensis,Retigala Day Gecko,English,true
197233,Cnemaspis molligodai,Molligodage diva huna,Sinhala; Sinhalese,false
197233,Cnemaspis molligodai,Molligoda’s Day Gecko,English,true
197236,Cnemaspis kumarasinghei,Kumarasinhage diva huna,Sinhala; Sinhalese,false
197236,Cnemaspis kumarasinghei,Kumarasinghe’s day gecko,English,true
197241,Cnemaspis alwisi,Alwisge diva huna,Sinhala; Sinhalese,false
197241,Cnemaspis alwisi,Alwis’s Day Gecko,English,true
197244,Cophotis ceylanica,Ceylon Deaf Agama,English,true
197245,Ceratophora stoddartii,Rhino-horned lizard,English,false
197245,Ceratophora stoddartii,"Stachelnase, Hornagame",German,false
197245,Ceratophora stoddartii,Mountain Horned Agama,English,true
197248,Calotes nigrilabris,Black-cheek lizard,English,true
122900966,Rhacodactylus trachycephalus,Dwarf Rough-snouted Giant Gecko,English,false
122900966,Rhacodactylus trachycephalus,Gécko Géant à nez rugueux,French,false
122900966,Rhacodactylus trachycephalus,Tough-snouted Giant Gecko,English,true
12761,Manis crassicaudata,Thick-tailed Pangolin,English,false
12761,Manis crassicaudata,Grand pangolin de l'Inde,French,false
12761,Manis crassicaudata,Pangolin à grosse queue,French,false
12761,Manis crassicaudata,Pangolín Indio,Spanish; Castilian,false
12761,Manis crassicaudata,Indian Pangolin,English,true
12762,Smutsia gigantea,Giant Pangolin,English,false
12762,Smutsia gigantea,Grand pangolin,French,false
12762,Smutsia gigantea,Pangolin géant,French,false
12762,Smutsia gigantea,Pangolín Gigante,Spanish; Castilian,false
12762,Smutsia gigantea,Giant Ground Pangolin,English,true
12763,Manis javanica,Malayan Pangolin,English,false
12763,Manis javanica,Pangolin Javanais,French,false
12763,Manis javanica,Pangolin Malais,French,false
12763,Manis javanica,Pangolín Malayo,Spanish; Castilian,false
12763,Manis javanica,Sunda Pangolin,English,true
12765,Smutsia temminckii,Cape Pangolin,English,false
12765,Smutsia temminckii,Ground Pangolin,English,false
12765,Smutsia temminckii,Steppe Pangolin,English,false
12765,Smutsia temminckii,Ngaka,Chichewa; Chewa; Nyanja,false
12765,Smutsia temminckii,Pangolín del Cabo,Spanish; Castilian,false
12765,Smutsia temminckii,Pangolin terrestre du Cap,French,false
12765,Smutsia temminckii,Temminck's Pangolin,English,true
12766,Phataginus tetradactyla,black-bellied pangolin,English,false
12766,Phataginus tetradactyla,long-tailed pangolin,English,false
12766,Phataginus tetradactyla,Long-tailed Pangolin,English,false
12766,Phataginus tetradactyla,pangolin à longue queue,French,false
12766,Phataginus tetradactyla,Pangolin à longue queue,French,false
12766,Phataginus tetradactyla,pangolín de cola larga,Spanish; Castilian,false
12766,Phataginus tetradactyla,Pangolín de Cola Larga,Spanish; Castilian,false
12766,Phataginus tetradactyla,pangolin tétradactyle,French,false
12766,Phataginus tetradactyla,Pangolin tétradactyle,French,false
12766,Phataginus tetradactyla,Black-bellied Pangolin,English,true
12767,Phataginus tricuspis,African White-bellied Pangolin,English,false
12767,Phataginus tricuspis,Three-cusped Pangolin,English,false
12767,Phataginus tricuspis,Tree Pangolin,English,false
12767,Phataginus tricuspis,Pangolin à écailles tricuspides,French,false
12767,Phataginus tricuspis,Pangolin commun,French,false
12767,Phataginus tricuspis,Tricuspide,French,false
12767,Phataginus tricuspis,White-bellied Pangolin,English,true
136497,Manis culionensis,Palawan Pangolin,English,false
136497,Manis culionensis,Balintong,Filipino; Pilipino,false
136497,Manis culionensis,Philippine Pangolin,English,true
22884,Varanus komodoensis,Komodo Monitor,English,false
22884,Varanus komodoensis,Ora,English,false
22884,Varanus komodoensis,Dragon des Komodos,French,false
22884,Varanus komodoensis,Varan de Komodo,French,false
22884,Varanus komodoensis,Varano de Komodo,Spanish; Castilian,false
22884,Varanus komodoensis,Komodo Dragon,English,true
22916,Varanus yuwonoi,Black-backed mangrove monitor,English,false
22916,Varanus yuwonoi,Biawak tiga warna,Indonesian,false
22916,Varanus yuwonoi,Dreifarbwaran,German,false
22916,Varanus yuwonoi,Tricoloured monitor lizard,English,true
170400,Harpesaurus modiglianii,Modigliani's Nose-horned Lizard,English,true
177529,Tropidonophis punctiventris,Halmahera Keelback,English,true
178642,Cyrtodactylus deveti,Moluccan Bow-fingered Gecko,English,true
194060,Trimeresurus fasciatus,Banded Pit Viper,English,true
54468,Ansonia guibei,Mesilau Stream Toad,English,true
58370,Meristogenys jerboa,Gunther's Borneo Frog,English,true
58818,Philautus aurantium,Golden-legged Bush Frog,English,false
58818,Philautus aurantium,Mendolong Bubble-nest Frog,English,true
58891,Philautus refugii,Lanjak Bush Frog,English,true
123732608,Sigaloseps ruficauda,Scinque brilliant à queue rouge,French,false
123732608,Sigaloseps ruficauda,Red-tailed Shiny Skink,English,true
203557,Rodriguesophis chui,Muçurana-nariguda das dunas,Portuguese,true
15157883,Atractus caete,Cobra-da-terra da floresta,Portuguese,true
39902,Bothrops pirajai,Jararacuçu-tapete,Portuguese,false
39902,Bothrops pirajai,Piraja's Lancehead,English,true
15158472,Atractus serranus,Sao Paulo Ground Snake,English,true
15157398,Apostolepis serrana,Cobra-rainha da Serra do Roncador,Portuguese,true
15155676,Apostolepis arenaria,Cobra-rainha do São Francisco,Portuguese,true
15156375,Apostolepis gaboi,Cobra-rainha das dunas,Portuguese,true
15157465,Apostolepis striata,Cobra-rainha estriada,Portuguese,true
15158463,Atractus ronnie,Cobra-da-terra dos brejos,Portuguese,true
50957350,Bothrops otavioi,Jararaca-de-Vitória,Portuguese,true
15179167,Hydrodynastes melanogigas,Cobra-d'água grande do Tocantins,Portuguese,true
203561,Rodriguesophis scriptorcibatus,Muçurana-nariguda do São Francisco,Portuguese,true
15177312,Ditaxodon taeniatus,Parelheira-listrada do campo,Portuguese,false
15177312,Ditaxodon taeniatus,Hensel's Snake,English,true
50957317,Bothrops muriciensis,Jararacuçu de Murici,Portuguese,true
15181482,Phalotris multipunctatus,Fura-terra pintada,Portuguese,true
123768950,Cuora trifasciata,Golden Coin Turtle,English,false
123768950,Cuora trifasciata,Chinese Three-striped Box Turtle,English,true
47102699,Capitellum parvicruzae,Lesser Saint Croix Skink,English,true
15419,Orcaella brevirostris,Delfín Del Irrawaddy,Spanish; Castilian,false
15419,Orcaella brevirostris,Iraboti,Bengali,false
15419,Orcaella brevirostris,Labai,Burmese,false
15419,Orcaella brevirostris,Lampasut,Philippine (Other),false
15419,Orcaella brevirostris,Lumba lumba,Malay,false
15419,Orcaella brevirostris,Orcelle,French,false
15419,Orcaella brevirostris,Pa kha,Lao,false
15419,Orcaella brevirostris,Pesut,Indonesian,false
15419,Orcaella brevirostris,Pla loma hooa baht,Thai,false
15419,Orcaella brevirostris,Irrawaddy Dolphin,English,true
17978,Pontoporia blainvillei,La Plata River Dolphin,English,false
17978,Pontoporia blainvillei,Dauphin de La Plata,French,false
17978,Pontoporia blainvillei,Delfín de La Plata,Spanish; Castilian,false
17978,Pontoporia blainvillei,Tonina,Spanish; Castilian,false
17978,Pontoporia blainvillei,Toninha,Portuguese,false
17978,Pontoporia blainvillei,Franciscana,Spanish; Castilian,true
20425,Sousa teuszii,Atlantic Hump-backed Dolphin,English,false
20425,Sousa teuszii,Atlantic Humpbacked Dolphin,English,false
20425,Sousa teuszii,Cameroon Dolphin,English,false
20425,Sousa teuszii,Cameroon River Dolphin,English,false
20425,Sousa teuszii,Teusz's Dolphin,English,false
20425,Sousa teuszii,Bufeo Africano,Spanish; Castilian,false
20425,Sousa teuszii,Dauphin à bosse de l'Atlantique,French,false
20425,Sousa teuszii,Dauphin du Cameroun,French,false
20425,Sousa teuszii,Delfín Blanco Africano,Spanish; Castilian,false
20425,Sousa teuszii,Delfín Jorobado del Atlántico,Spanish; Castilian,false
20425,Sousa teuszii,Furian,Susu,false
20425,Sousa teuszii,Golfinho-corcundo-do-Atlantico,Portuguese,false
20425,Sousa teuszii,Kameroendolfijn,Dutch; Flemish,false
20425,Sousa teuszii,Kamerun Delphin,German,false
20425,Sousa teuszii,Kamerun-Flussdelphin,German,false
20425,Sousa teuszii,Kposso,Ewe,false
20425,Sousa teuszii,Pueyegue,Susu,false
20425,Sousa teuszii,West-Afrikaanse Kustdolfijn,Dutch; Flemish,false
20425,Sousa teuszii,Atlantic Humpback Dolphin,English,true
22066,Tremarctos ornatus,Spectacled Bear,English,false
22066,Tremarctos ornatus,Oso de Anteojos,Spanish; Castilian,false
22066,Tremarctos ornatus,Oso Frontino,Spanish; Castilian,false
22066,Tremarctos ornatus,Oso Real,Spanish; Castilian,false
22066,Tremarctos ornatus,Ours à lunettes,French,false
22066,Tremarctos ornatus,Ours Andin,French,false
22066,Tremarctos ornatus,Andean Bear,English,true
41772,Sus barbatus,Western Bearded Pig,English,false
41772,Sus barbatus,Babi jenggot,Indonesian,false
41772,Sus barbatus,Sanglier à Barbe,French,false
41772,Sus barbatus,Bearded Pig,English,true
136315,Orcaella heinsohni,Australian Snubfin Dolphin,English,true
48268560,Cryptotis meridensis,Merida Small-eared Shrew,English,true
82031425,Sousa chinensis,Chinese White Dolphin,English,false
82031425,Sousa chinensis,Dauphin à bosse de I'Indo-Pacifique,French,false
82031425,Sousa chinensis,Delfin jorobado del Indo-Pacifico,Spanish; Castilian,false
82031425,Sousa chinensis,Jung wat bat hoi tun,Chinese,false
82031425,Sousa chinensis,Lumba balaq,Malay,false
82031425,Sousa chinensis,Lumba lumba putih Cina,Indonesian,false
82031425,Sousa chinensis,Parampaun laut,Malay,false
82031425,Sousa chinensis,Zhonghua bai haitun,Chinese,false
82031425,Sousa chinensis,Indo-Pacific Humpback Dolphin,English,true
112515709,Crocidura usambarae,Usambara Shrew,English,false
112515709,Crocidura usambarae,Usambara Shrew,English,true
9760,Helarctos malayanus,Malayan Sun Bear,English,false
9760,Helarctos malayanus,Oso de Sol,Spanish; Castilian,false
9760,Helarctos malayanus,Oso Malayo,Spanish; Castilian,false
9760,Helarctos malayanus,Ours des cocotiers,French,false
9760,Helarctos malayanus,Ours Malais,French,false
9760,Helarctos malayanus,Sun Bear,English,true
123802224,Lissemys ceylonensis,Mud Turtle,English,false
123802224,Lissemys ceylonensis,Soft-shell terrapin,English,false
123802224,Lissemys ceylonensis,Kiri Ibba,Sinhala; Sinhalese,false
123802224,Lissemys ceylonensis,Pal Aamai,Tamil,false
123802224,Lissemys ceylonensis,Sri Lankan Flapshell Turtle,English,true
123814489,Chelodina mccordi,McCord's Snake-necked Turtle,English,false
123814489,Chelodina mccordi,Timor-Leste Snake-necked Turtle,English,false
123814489,Chelodina mccordi,Kura-kura Rote,Indonesian,false
123814489,Chelodina mccordi,Lenuk Kakorok Naruk,Tetum,false
123814489,Chelodina mccordi,Roti Snake-necked Turtle,English,true
9013,Geochelone platynota,Flatback Tortoise,English,false
9013,Geochelone platynota,Tortue étoilée de Birmanie,French,false
9013,Geochelone platynota,Tortuga Estrellada de Burma,Spanish; Castilian,false
9013,Geochelone platynota,Burmese Star Tortoise,English,true
39430,Geochelone elegans,Nakshatra Amai,Tamil,false
39430,Geochelone elegans,Nakshatra Tabelu,Telugu,false
39430,Geochelone elegans,"Pathuria Kaincha, Tara Kaincha",Oriya,false
39430,Geochelone elegans,Suraj Kachbo,Gujarati,false
39430,Geochelone elegans,"Thāraka Ibbā, Vehera Ibbā, Mevara Ibbā",Sinhala; Sinhalese,false
39430,Geochelone elegans,Indian Star Tortoise,English,true
163447,Cuora bourreti,Rua hop bua-re,Vietnamese,false
163447,Cuora bourreti,Bourret’s Box Turtle,English,true
163463,Cuora picturata,Rua hop viet nam,Vietnamese,false
163463,Cuora picturata,Southern Viet Nam Box Turtle,English,true
97357437,Cuora galbinifrons,Flowerback Box Turtle,English,false
97357437,Cuora galbinifrons,Rua hop tran vang,Vietnamese,false
97357437,Cuora galbinifrons,Tortue-boîte à front jaune,French,false
97357437,Cuora galbinifrons,Tortuga caja de Indochina,Spanish; Castilian,false
97357437,Cuora galbinifrons,Indochinese Box Turtle,English,true
124311338,Helophis schoutedeni,Schouteden's Sun Snake,English,true
124312489,Lacertaspis gemmiventris,Sjostedt's Five-toed Skink,English,true
124312570,Lacertaspis lepesmei,Angel's Five-toed Skink,English,true
22690819,Paraclaravis geoffroyi,Purple-barred Ground-dove,English,false
22690819,Paraclaravis geoffroyi,Purple-winged Ground-dove,English,false
22690819,Paraclaravis geoffroyi,Purple-winged Ground-Dove,English,false
22690819,Paraclaravis geoffroyi,Purple-winged Ground Dove,English,true
125056608,Asaccus caudivolvulus,وزغة ورقية الأصابع من الامارات,Arabic,false
125056608,Asaccus caudivolvulus,Emirati Leaf-toed Gecko,English,true
125160424,Abavorana nazgul,Gunung Jerai Black Stream-Frog,English,true
125164376,Ansonia smeagol,Precious Stream-Toad,English,true
125164909,Ansonia pilokensis,Pilok Stream Toad,English,true
125166129,Limnonectes quangninhensis,Quangninh Wart Frog,English,false
125166129,Limnonectes quangninhensis,Quang Ninh Fanged Frog,English,true
125177983,Pristimantis muranunka,Cutín de Mura Nunka,Spanish; Castilian,false
125177983,Pristimantis muranunka,Mura Nunka Rainfrog,English,true
125178439,Pristimantis albujai,Cutín de Albuja,Spanish; Castilian,false
125178439,Pristimantis albujai,Albuja’s Rainfrog,English,true
125178735,Pristimantis churuwiai,Cutín de Churuwia,Spanish; Castilian,false
125178735,Pristimantis churuwiai,Chruruwia’s Rainfrog,English,true
125179208,Pristimantis sambalan,Cutín de Sambalán,Spanish; Castilian,false
125179208,Pristimantis sambalan,Sambalan Rainfrog,English,true
125179396,Pristimantis saturninoi,Priest Saturnino Rainfrog,English,true
125181144,Pristimantis bounides,Rana Cutín de Montaña,Spanish; Castilian,false
125181144,Pristimantis bounides,Hill Dweller Rubber Frog,English,true
125182463,Pristimantis yantzaza,Cutín de Yantzaza,Spanish; Castilian,false
125182463,Pristimantis yantzaza,Yantzaza's Rainfrog,English,true
125183226,Quilticohyla zoque,Rana Arborícola Zoque,Spanish; Castilian,false
125183226,Quilticohyla zoque,Zoque Treefrog,English,true
125189785,Phrynopus inti,Rana Andina Inti,Spanish; Castilian,false
125189785,Phrynopus inti,Inti Andes Frog,English,true
125191477,Charadrahyla esperancensis,Esperanza Treefrog,English,true
59559,Hypogeophis brevis,Mahe Caecilian,English,true
44181,Ctenosaura bakeri,Baker's Spiny-tail Iguana,English,false
44181,Ctenosaura bakeri,Swamper,English,false
44181,Ctenosaura bakeri,Wishiwilly,English,false
44181,Ctenosaura bakeri,Garrobo,Spanish; Castilian,false
44181,Ctenosaura bakeri,Iguana de Cola Espinosa de Útila,Spanish; Castilian,false
44181,Ctenosaura bakeri,Utila-leguan,German,false
44181,Ctenosaura bakeri,Utila Spiny-tailed Iguana,English,true
22695121,Haliaeetus vociferoides,Madagascar Fish Eagle,English,false
22695121,Haliaeetus vociferoides,Madagascar Fish-Eagle,English,false
22695121,Haliaeetus vociferoides,Pigargo de Madagascar,Spanish; Castilian,false
22695121,Haliaeetus vociferoides,Pigargo Malgache,Spanish; Castilian,false
22695121,Haliaeetus vociferoides,Pygargue de Madagascar,French,false
22695121,Haliaeetus vociferoides,Pygargue malgache,French,false
22695121,Haliaeetus vociferoides,Madagascar Fish-eagle,English,true
22684225,Centropus steerii,Steere's Coucal,English,false
22684225,Centropus steerii,Black-hooded Coucal,English,true
61915272,Otus feae,Annobon Scops-owl,English,true
22684986,Prioniturus verticalis,Blue-winged Racket-tail,English,false
22684986,Prioniturus verticalis,Lorito-momoto de las Sulu,Spanish; Castilian,false
22684986,Prioniturus verticalis,Sulu Racquet-tail,English,true
22690985,Gallicolumba platenae,Mindoro Bleeding-heart,English,true
22682517,Rhabdotorrhinus waldeni,Walden's Hornbill,English,false
22682517,Rhabdotorrhinus waldeni,Writhed-billed Hornbill,English,false
22682517,Rhabdotorrhinus waldeni,Rufous-headed Hornbill,English,true
22705953,Corvus unicolor,Banggai Crow,English,true
125554212,Cyrtodactylus gialaiensis,Gialai Bent-toed Gecko,English,true
22680344,Rhodonessa caryophyllacea,Pato Cabecirrosa,Spanish; Castilian,false
22680344,Rhodonessa caryophyllacea,Pink-headed Duck,English,true
22714005,Zosterops chloronothos,Oiseau-lunettes de l'Ile Maurice,French,false
22714005,Zosterops chloronothos,Mauritius Olive White-eye,English,true
45470702,Psophia obscura,Black-winged Trumpeter,English,true
10238,Chersobius solus,Berger's Cape Tortoise,English,false
10238,Chersobius solus,Nama Padloper,English,false
10238,Chersobius solus,Nama Tortoise,English,false
10238,Chersobius solus,Homopode de Namibie,French,false
10238,Chersobius solus,Nama Dwarf Tortoise,English,true
176238,Cynisca schaeferi,Cameroon Worm Lizard,English,true
22735457,Eriocnemis isabellae,Gorgeted Puffleg,English,true
178610,Urocotyledon weileri,Weiler's Gecko,English,true
178456,Leptosiaphos pauliani,Five-toed Skink,English,false
126555212,Cyrtodactylus psarops,Speckle-faced Bent-toed Gecko,English,true
126557895,Pseudogekko brevipes,Luzon False Gecko,English,true
126559837,Pseudogekko isapa,Romblon Province False Gecko,English,true
126560425,Pseudogekko sumiklab,Bicol False Gecko,English,true
22714047,Zosterops rotensis,Rota Bridled White-eye,English,false
22714047,Zosterops rotensis,Rota White-eye,English,true
45090397,Pauxi unicornis,Horned Curassow,English,true
62290750,Charadrius obscurus,New Zealand Dotterel,English,false
62290750,Charadrius obscurus,Southern New Zealand Dotterel,English,false
62290750,Charadrius obscurus,Southern Red-breasted Plover,English,true
22692857,Pareudiastes silvestris,Makira Woodhen,English,false
22692857,Pareudiastes silvestris,San Cristobal Moorhen,English,false
22692857,Pareudiastes silvestris,San Cristobal Mountain Rail,English,false
22692857,Pareudiastes silvestris,Makira Moorhen,English,true
45090459,Pauxi koepckeae,Sira Curassow,English,true
22707294,Symposiachrus boanensis,Black-chinned Monarch,English,true
22700827,Calyptura cristata,Kinglet Cotinga,English,false
22700827,Calyptura cristata,Kinglet Calyptura,English,true
22678525,Crax alberti,Blue-knobbed Curassow,English,false
22678525,Crax alberti,Pavón Piquiazul,Spanish; Castilian,false
22678525,Crax alberti,Blue-billed Curassow,English,true
22872,Varanus flavescens,Calcutta Oval-grain Lizard,English,false
22872,Varanus flavescens,Indian Oval-grain Lizard,English,false
22872,Varanus flavescens,Ruddy Snub-nosed Monitor,English,false
22872,Varanus flavescens,Yellow Land Lizard,English,false
22872,Varanus flavescens,Gelbwaran,German,false
22872,Varanus flavescens,Varan Jaune,French,false
22872,Varanus flavescens,Varano Amarillo,Spanish; Castilian,false
22872,Varanus flavescens,Yellow Monitor,English,true
127902161,Sitana bahiri,Bahir’s Fan- throated Lizard,English,false
127902161,Sitana bahiri,Sitane de Bahir,French,false
127902161,Sitana bahiri,Bahir’s Fan- throated Lizard,English,true
127902191,Sitana devakai,Sitane de Devaka,French,false
127902191,Sitana devakai,Devaka’s Fan-throated Lizard,English,true
127934197,Coryphophylax brevicauda,Short-tailed Bay Island Forest Lizard,English,true
127935094,Sarada superba,Superb large fan-throated lizard,English,false
127935094,Sarada superba,Superb Large Fan-throated Lizard,English,true
127902091,Sitana visiri,Palm Leaf Fan-throated Lizard,English,true
127936154,Calliophis castoe,Castoe’s Coralsnake,English,true
127937731,Cnemaspis flaviventralis,Yellow-bellied Day Gecko,English,true
127938529,Cnemaspis kottiyoorensis,Kottiyoor Day Gecko,English,true
127938699,Cnemaspis rajakarunai,Rajakarunage diva huna,Sinhala; Sinhalese,false
127938699,Cnemaspis rajakarunai,Rajakaruna pahalpalli,Sinhala; Sinhalese,false
127938699,Cnemaspis rajakarunai,Rajakaruna’s Day Gecko,English,true
127938795,Cnemaspis rammalensis,Rammale Day Gecko,English,true
127941170,Cyrtodactylus rishivalleyensis,Rishi Valley Geckoella,English,true
127941306,Cyrtodactylus speciosus,Forest Spotted Gecko,English,true
127941637,Hemidactylus yajurvedi,Kanker Rock Gecko,English,true
127942641,Melanophidium khairei,Khaire's Black Shieldtail,English,true
127942843,Uropeltis madurensis,Madura Earth Snake,English,true
127942949,Uropeltis shorttii,Shevaroy HilIs Earth Snake,English,true
127942982,Trimeresurus mutabilis,Central Nicobar Bamboo Pitviper,English,false
127942982,Trimeresurus mutabilis,Central Nicobar Pit Viper,English,true
178208,Gekko swinhonis,无蹼壁虎,Chinese,false
178208,Gekko swinhonis,Peking Gecko,English,true
29429,Diploderma luei,宜兰攀蜥,Chinese,true
128260706,Liasis savuensis,Savu python,English,true
22724402,Cinclodes aricomae,Royal Cinclodes,English,true
18658,Pteralopex pulchra,Montane Monkey-faced Bat,English,true
56856,Pristimantis phragmipleuron,Sugar Robber Frog,English,true
170517,Chelonoidis phantasticus,Tortuga Gigante de Fernandina,Spanish; Castilian,false
170517,Chelonoidis phantasticus,Fernandina Giant Tortoise,English,true
15933,Pan troglodytes,Common Chimpanzee,English,false
15933,Pan troglodytes,Robust Chimpanzee,English,false
15933,Pan troglodytes,Chimpancé,Spanish; Castilian,false
15933,Pan troglodytes,Chimpanzé,French,false
15933,Pan troglodytes,Chimpanzee,English,true
22691030,Pampusana erythroptera,Polynesian Ground-dove,English,false
22691030,Pampusana erythroptera,Polynesian Ground-Dove,English,false
22691030,Pampusana erythroptera,Society Islands Ground-dove,English,false
22691030,Pampusana erythroptera,White-collared Ground-dove,English,false
22691030,Pampusana erythroptera,Polynesian Ground Dove,English,true
102731769,Cyrtodactylus sadleiri,Christmas Island Forest Gecko,English,false
102731769,Cyrtodactylus sadleiri,Sadleir's Bow-fingered Gecko,English,true
22689559,Aegotheles savesi,Enigmatic Owlet-Nightjar,English,false
22689559,Aegotheles savesi,New Caledonian Owlet-Nightjar,English,false
22689559,Aegotheles savesi,New Caledonian Owlet-nightjar,English,true
44192,Ctenosaura palearis,Guatemalan Black Iguana,English,false
44192,Ctenosaura palearis,Guatemalan Spiny-tailed Iguana,English,false
44192,Ctenosaura palearis,Garrobo del Motagua,Spanish; Castilian,false
44192,Ctenosaura palearis,Iguana de Órgano,Spanish; Castilian,false
44192,Ctenosaura palearis,Iguana de Tuno,Spanish; Castilian,false
44192,Ctenosaura palearis,Motagua Spiny-tailed Iguana,English,true
22692854,Pareudiastes pacificus,Samoan Moorhen,English,true
22691910,Neotis ludwigii,Outarde de Ludwig,French,false
22691910,Neotis ludwigii,Ludwig's Bustard,English,true
103771879,Artisornis moreaui,Long-billed Tailorbird,English,false
103771879,Artisornis moreaui,Long-billed Forest-warbler,English,true
22693690,Himantopus novaezelandiae,Kāki,Maori,false
22693690,Himantopus novaezelandiae,Black Stilt,English,true
22696012,Pithecophaga jefferyi,Great Philippine Eagle,English,false
22696012,Pithecophaga jefferyi,Monkey-eating Eagle,English,false
22696012,Pithecophaga jefferyi,Aguila Comemonos,Spanish; Castilian,false
22696012,Pithecophaga jefferyi,Aguila Monera,Spanish; Castilian,false
22696012,Pithecophaga jefferyi,Philippine Eagle,English,true
22684693,Charmosyna amabilis,Lori Gorgirrojo,Spanish; Castilian,false
22684693,Charmosyna amabilis,Red-throated Lorikeet,English,true
22705959,Corvus kubaryi,Guam Crow,English,false
22705959,Corvus kubaryi,Åga,Chamorro,false
22705959,Corvus kubaryi,Mariana Crow,English,true
22685245,Strigops habroptilus,Owl Parrot,English,false
22685245,Strigops habroptilus,Cacapo,Spanish; Castilian,false
22685245,Strigops habroptilus,Kakapo,English,true
22713436,Cisticola aberdare,Cisticole des Aberdares,French,false
22713436,Cisticola aberdare,Aberdare Cisticola,English,true
22692129,Bugeranus carunculatus,Grue caronculée,French,false
22692129,Bugeranus carunculatus,Grulla Carunculada,Spanish; Castilian,false
22692129,Bugeranus carunculatus,Grulla Zarzo,Spanish; Castilian,false
22692129,Bugeranus carunculatus,Wattled Crane,English,true
22692966,Mesitornis unicolor,Brown Roatelo,English,false
22692966,Mesitornis unicolor,Mésite unicolore,French,false
22692966,Mesitornis unicolor,Brown Mesite,English,true
22692949,Mesitornis variegatus,White-breasted Roatelo,English,false
22692949,Mesitornis variegatus,Mésite variée,French,false
22692949,Mesitornis variegatus,White-breasted Mesite,English,true
22682585,Bycanistes cylindricus,Brown-cheeked Hornbill,English,true
22706710,Lobotos lobatus,Ghana Cuckoo-shrike,English,false
22706710,Lobotos lobatus,Western Wattled Cuckoo-shrike,English,false
22706710,Lobotos lobatus,Echenilleur à barbillans,French,false
22706710,Lobotos lobatus,Western Wattled Cuckooshrike,English,true
22708108,Picathartes gymnocephalus,Bare-headed Rockfowl,English,false
22708108,Picathartes gymnocephalus,White-necked Picathartes,English,false
22708108,Picathartes gymnocephalus,Yellow-headed Rockfowl,English,false
22708108,Picathartes gymnocephalus,Cuervo Calvo de Cuello Blanco,Spanish; Castilian,false
22708108,Picathartes gymnocephalus,Picatartes Cuelliblanco,Spanish; Castilian,false
22708108,Picathartes gymnocephalus,Picatharte à cou blanc,French,false
22708108,Picathartes gymnocephalus,Picatharte chauve,French,false
22708108,Picathartes gymnocephalus,Picatharte de Guinée,French,false
22708108,Picathartes gymnocephalus,White-necked Rockfowl,English,true
22709095,Melaenornis annamarulae,Liberian Black-flycatcher,English,false
22709095,Melaenornis annamarulae,West African Black-Flycatcher,English,false
22709095,Melaenornis annamarulae,Gobemouche noir du Nimba,French,false
22709095,Melaenornis annamarulae,Nimba Flycatcher,English,true
174482,Sauromalus hispidus,Black Chuckwalla,English,false
174482,Sauromalus hispidus,Spiny Chuckwalla,English,true
22692015,Houbaropsis bengalensis,Bengal Bustard,English,false
22692015,Houbaropsis bengalensis,Avutarda Bengalí,Spanish; Castilian,false
22692015,Houbaropsis bengalensis,Sisón Bengali,Spanish; Castilian,false
22692015,Houbaropsis bengalensis,Ullu moira,Assamese,false
22692015,Houbaropsis bengalensis,Bengal Florican,English,true
22726340,Eurostopodus exul,New Caledonian Nightjar,English,true
2475,Balaenoptera borealis,보리고래,Korean,false
2475,Balaenoptera borealis,Baleia Sei,Portuguese,false
2475,Balaenoptera borealis,Balenottera boreale,Italian,false
2475,Balaenoptera borealis,Ballena Sei,Spanish; Castilian,false
2475,Balaenoptera borealis,イワシクジラ (Iwashi Kujira),Japanese,false
2475,Balaenoptera borealis,Noordse vinvis,Dutch; Flemish,false
2475,Balaenoptera borealis,Rorcual Boreal,Spanish; Castilian,false
2475,Balaenoptera borealis,Rorcual Norteño,Spanish; Castilian,false
2475,Balaenoptera borealis,Rorqual Boréal,French,false
2475,Balaenoptera borealis,Rorqual Sei,French,false
2475,Balaenoptera borealis,Sandreyður,Icelandic,false
2475,Balaenoptera borealis,Seihval,Norwegian,false
2475,Balaenoptera borealis,Seihvalur,Faroese,false
2475,Balaenoptera borealis,Seiwal,German,false
2475,Balaenoptera borealis,Sejhval,Danish,false
2475,Balaenoptera borealis,Tikaagulliusaarnaq,Kalaallisut; Greenlandic,false
2475,Balaenoptera borealis,Ивасевый кит,Russian,false
2475,Balaenoptera borealis,Сейвал,Russian,false
2475,Balaenoptera borealis,Sei Whale,English,true
22723773,Geospiza pauper,Medium Tree-finch,English,true
22733280,Scytalopus robbinsi,El Oro Tapaculo,English,false
22733280,Scytalopus robbinsi,Ecuadorian Tapaculo,English,true
22678869,Pternistis ochropectus,Djibouti Francolin,English,false
22678869,Pternistis ochropectus,Ochre-breasted Francolin,English,false
