internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
136472,Babyrousa togeanensis,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,SUIDAE,Babyrousa,togeanensis,,,,,"(Sody, 1949)","<p>Groves (2001) and Meijaard and Groves (2002a ,b) proposed to upgrade the three extant subspecies of <em>Babyrousa </span></em>to species level: <em>B. celebensis </span></em>from northern Sulawesi; <em>B. togeanensis </span></em>from the Togian islands; and <em>B. babyrussa </span></em>from Buru and the Sula Islands. A single skull from central Sulawesi may or may not represent the species known otherwise only as a subfossil from the southern peninsula, <em>B. bolabatuensis</span></em>. The taxonomic identity of the individuals from central, eastern and southeastern Sulawesi was left undecided. Until further studies have brought clarity, all animals occurring on Sulawesi, Muna, Buton and Lembeh are treated here as <em>Babyrousa celebensis</span></em>.&#160; A large taxonomic study based on skull and tooth morphology as well as molecular genetic analyses is close to completion.</p>"
44161887,Gehyra georgpotthasti,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Gehyra,georgpotthasti,,,,,"Flecks, Schmitz, Böhme, Henkel &amp; Ineich, 2012","Flecks<em> et al</em>. (2012) examined the systematics of the <em>Gehyra vorax</em> species complex using both molecular and morphological data, and described this species based on populations from Vanuatu and the Loyalty Islands previously included within <em>G. vorax</em>."
4162,Cephalorhynchus hectori,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,hectori,,,,,"(van Beneden, 1881)","<p>The North Island subpopulation of Hector’s Dolphin is recognized as a subspecies, <em>Cephalorhynchus hectori maui</em> (Baker <em>et al</em>. 2002), with the common name Māui Dolphin, and has been assessed separately.&#160; The common name Hector’s Dolphin refers either to the whole species, or to the nominate subspecies, <em>C. h. hectori</em>, depending on context.</span></p>"
44577293,Anolis calimae,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,calimae,,,,,"Ayala, Harris &amp; Williams, 1983",
44578120,Alopoglossus lehmanni,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ALOPOGLOSSIDAE,Alopoglossus,lehmanni,,,,,"Ayala &amp; Harris, 1984",
44578138,Anadia blakei,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Anadia,blakei,,,,,"Schmidt, 1932",
44578163,Anadia brevifrontalis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Anadia,brevifrontalis,,,,,"(Boulenger, 1903)","This taxon appears to be a species complex, with four morphologically distinct populations that are thought to represent distinct species (J.E. García-Pérez pers. comm. 2016)."
44578212,Anadia pamplonensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Anadia,pamplonensis,,,,,"Dunn, 1944",
44578223,Anadia pariaensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Anadia,pariaensis,,,,,"Rivas, La Marca &amp; Oliveros, 1999",
44578718,Potamites ocellatus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Potamites,ocellatus,,,,,"(Sinitsin, 1930)",
44578813,Riama simotera,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Riama,simotera,,,,,"(O'Shaughnessy, 1879)",
44579003,Enyalioides rubrigularis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,HOPLOCERCIDAE,Enyalioides,rubrigularis,,,,,"Torres-Carvajal, De Queiroz &amp; Etheridge, 2009",
44579029,Enyalioides touzeti,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,HOPLOCERCIDAE,Enyalioides,touzeti,,,,,"Torres-Carvajal, Almendáriz, Valencia, Yúnez-Muños &amp; Reyes, 2008",
44579339,Lepidoblepharis conolepis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Lepidoblepharis,conolepis,,,,,"Avila-Pires, 2001",
44579362,Lepidoblepharis grandis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Lepidoblepharis,grandis,,,,,"Miyata, 1985",
44580012,Corallus blombergi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,BOIDAE,Corallus,blombergi,,,,,"(Rendahl &amp; Vestergren, 1941)",
44580193,Drymoluber apurimacensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Drymoluber,apurimacensis,,,,,"Lehr, Carrillo &amp; Hocking, 2004",
44580253,Atractus arangoi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Atractus,arangoi,,,,,"Prado, 1939",
44581456,Dipsas ellipsifera,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Dipsas,ellipsifera,,,,,"(Boulenger, 1898)","This species was previously a member of the&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">Dipsas oreas</em>&#160;complex, from which it was elevated by Cadle (2005)."
44581823,Saphenophis sneiderni,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Saphenophis,sneiderni,,,,,"Myers, 1973",
44581847,Synophis bicolor,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Synophis,bicolor,,,,,"Peracca, 1896","The taxonomy of <em>Synophis bicolor </em>has historically been complicated, as the type locality is uncertain and significant morphological differences have long been recognized between Colombian and Ecuadorian populations, but the species is rare in collections (Torres-Carvajal <em>et al.</em> 2015). Competing results were presented by Pyron <em>et al.</em> (2015) and Torres-Carvajal<em> et al</em>. (2015) further confusing the true identity of this species. Consequently, Pyron<em> et al.</em> (2016) - involving members of both research groups -&#160; formally redescribed this species, re-evaluating the identity of specimens used in the prior reasons."
44581867,Synophis plectovertebralis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Synophis,plectovertebralis,,,,,"Sheil &amp; Grant, 2001",
44581955,Micrurus medemi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Micrurus,medemi,,,,,"Roze, 1967",
44582057,Micrurus sangilensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Micrurus,sangilensis,,,,,"Niceforo Maria, 1942",
44885488,Congolacerta asukului,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Congolacerta,asukului,,,,,"Greenbaum, Villanueva, Kusamba, Aristote &amp; Branch , 2011",
44929655,Ichnotropis chapini,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Ichnotropis,chapini,,,,,"Schmidt, 1919",
44930348,Prosymna semifasciata,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PROSYMNIDAE,Prosymna,semifasciata,,,,,"Broadley, 1995",
176357,Atractus nicefori,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Atractus,nicefori,,,,,"Amaral, 1930",
178425,Sphaerodactylus scapularis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus,scapularis,,,,,"Boulenger, 1902",
44978922,Melanoseps uzungwensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Melanoseps,uzungwensis,,,,,"Loveridge, 1942","This taxon was previously considered a subspecies of <em>Melanoseps ater</em>, but was elevated to specific status by Broadley (2000) following the collection of new material and comparison with the original specimens. This arrangement has subsequently been accepted (Spawls <em>et al.</em> 2002, Broadley <em>et al.</em> 2006)."
44978986,Scelotes uluguruensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Scelotes,uluguruensis,,,,,"Barbour &amp; Loveridge, 1928",
44980116,Atheris desaixi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Atheris,desaixi,,,,,"Ashe, 1968",
44980150,Atheris mabuensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Atheris,mabuensis,,,,,"Branch &amp; Bayliss, 2009",
44980158,Atheris matildae,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Atheris,matildae,,,,,"Menegon, Davenport &amp; Howett, 2011",
178198,Lygodactylus gravis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Lygodactylus,gravis,,,,,"Pasteur, 1965",
7949,Equus africanus,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,EQUIDAE,Equus,africanus,,,,,"Heuglin &amp; Fitzinger, 1866","This taxon is sometimes treated under the specific name <em>asinus</em>. However, this is considered to be the name applied to the domestic form and is so generally rejected in favour of <em>africanus</em>. Gentry (2006) criticized the incorrect use of the name <em>E. asinus</em> for the Wild Ass by Grubb (2005). There are two recognized extant subspecies, although there is disagreement as to whether the African Wild Ass is one continuously distributed species exhibiting clinal variation (see Moehlman 2002, Moehlman <em>et al.</em> 2013). Groves (2002) lists a third unnamed subspecies from the Sahara, although these may not have been true Wild Asses."
21471,Tapirus bairdii,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,,,,,"(Gill, 1865)",
21472,Tapirus indicus,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,indicus,,,,,"Desmarest, 1819","Despite the wide distribution range and isolation (e.g. Sumatra) the Thai/Myanmar, the Malaysian/Southern Thailand and the Sumatran individuals cannot be genetically separated (Rovie-Ryan <em>et al.</em> 2008)."
21473,Tapirus pinchaque,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,pinchaque,,,,,"(Roulin, 1829)",
21474,Tapirus terrestris,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,terrestris,,,,,"(Linnaeus, 1758)",
3326,Bunolagus monticularis,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Bunolagus,monticularis,,,,,"(Thomas, 1903)",Generic synonym <em>Lepus</em>.
3833,Caprolagus hispidus,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Caprolagus,hispidus,,,,,"(Pearson, 1839)","<em>Caprolagus hispidus</em> was originally described as a <em>Lepus</em>, but shortly thereafter its unique characteristics clearly defined it as a separate genus. There are no recognized subspecies of <em>Caprolagus hispidus</em> (Hoffmann and Smith 2005)."
11790,Lepus flavigularis,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Lepus,flavigularis,,,,,"Wagner, 1844","No subspecies are recognized (Hall 1981, Hoffmann and Smith 2005)."
11792,Lepus callotis,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Lepus,callotis,,,,,"Wagler, 1830","There are currently two recognized subspecies, <em>Lepus callotis callotis  </em>and <em>L. c. gaillardi </em>(Anderson and Gaunt 1962, Hall 1981, Hoffmann and  Smith 2005, Brown <em>et al. </em>2018), evidence is accruing that these may  represent independent species due to differences in habitat, physiology  and behavior dividing the two forms, which are separated geographically.  DNA analysis also suggests a possible third subspecies, the Altimira  Jackrabbit (<em>L. c. altimarae</em>), presently described as <em>L. californicus  altimirae </em>(Brown <em>et al.</em> 2016)."
11793,Lepus hainanus,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Lepus,hainanus,,,,,"Swinhoe, 1870",<em>Lepus hainanus</em> is currently recognized as a distinct species; previously it was classified as a subspecies of <em>L. peguensis</em> by past treatments (Hoffmann and Smith 2005).  There are no recognized subspecies for <em>L. hainanus</em> (Hoffmann and Smith 2005).
11794,Lepus insularis,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Lepus,insularis,,,,,"W. Bryant, 1891","No subspecies are recognized (Hall 1981, Hoffmann and Smith 2005). <em>Lepus  insularis</em> has been recognized as a close relative to <em>L. californicus </em> found on mainland Baja, significant differences have been noted between  the two to support its classification as a distinct species (Dixon <em>et al.</em>  1983). However, recent delineation of nuclear and mitochondrial  differences, and the relatively small differences in the structure of a  single bone in the skull (jugal) between <em>L. insularis</em> and <em>L.  californicus</em>, do not support the specific level of <em>L. insularis</em>, thus  this form may be considered a subspecies of <em>L. californicus </em> (Álvarez-Castañeda and Lorenzo 2017)."
15046,Ochotona koslowi,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,koslowi,,,,,"(Büchner, 1894)","<em>Ochotona koslowi</em> is within subgenus <em>Conothoa</em>. There are no recognized subspecies (Smith <em>et al.</em> 1990). Ochotona koslowi is a sister taxon to <em>O. ladacensis</em> (Yu <em>et al.</em> 2000, Lissovsky 2014)."
15050,Ochotona iliensis,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,iliensis,,,,,"Li &amp; Ma, 1986","<em>Ochotona iliensis</em> is within subgenus <em>Conothoa</em>. There are no recognized subspecies (Smith <em>et al.</em> 1990, Li and Smith 2018)."
16559,Pentalagus furnessi,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Pentalagus,furnessi,,,,,"(Stone, 1900)",There are no recognized subspecies of <i>Pentalagus furnessi</i> (Hoffmann and Smith 2005).
19742,Romerolagus diazi,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Romerolagus,diazi,,,,,"(Ferrari-Pérez, 1893)",There are no recognized subspecies of <em>Romerolagus diazi</em> (Hall 1981).
21206,Sylvilagus graysoni,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,graysoni,,,,,"(J.A. Allen, 1877)",There are two recognized subspecies: <i>Sylvilagus graysoni graysoni</i> and <i>S. g. badistes</i> (Cervantes 1997). <i>S. graysoni</i> is closely related to the adjacent mainland species <i>S. cunicularius</i> (Chapman and Ceballos 1990).
21209,Sylvilagus dicei,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,dicei,,,,,"Harris, 1932","There are no recognized subspecies for this species. Formerly, <em>Sylvilagus dicei </em>was included in <em>S. brasiliensis</em> (Hoffmann and Smith 2005)."
21212,Sylvilagus transitionalis,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,transitionalis,,,,,"(Bangs, 1895)","Sylvilagus transitionalis may include S. obscurus as a subspecies (Litvaitis <em>et al.</em> 1997), but most contemporary assessments consider these species independent (Hoffmann and Smith 2005, Litvaitis <em>et al.</em> 2018)."
40800,Ochotona hoffmanni,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,hoffmanni,,,,,"Formozov, Yakhontov &amp; Dmitriev, 1996","Subgenus <em>Pika</em>. This form was originally described as <em>O. a. hoffmanni</em> Formozov <em><em>et al.</em></em> (1996), but it is now recognized as a full species (Formozov and Baklushinskaya 1999, Lissovsky <em>et al.</em> 2016)."
41209,Nesolagus timminsi,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Nesolagus,timminsi,,,,,"Averianov, Abramov &amp; Tikhonov, 2000","Annamite Striped Rabbit (<em>Nesolagus timminsi</em>) has no recognised subspecies&#160;(Hoffmann and Smith 2005).&#160;Both morphological and genetic data support species-level distinction from the closely related Sumatran Striped Rabbit <em>N. netscheri</em> (Surridge <em>et al</em>. 1999, Averianov <em>et al</em>. 2000)."
87491102,Sylvilagus brasiliensis,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,brasiliensis,,,,,"(Linnaeus, 1758)","The type locality for <em>Sylvilagus brasiliensis</em> designated by Linnaeus is “South America.”&#160;As such, nearly all taxa of <em>Sylvilagus</em> described in South America devolved to be synonymized in <em>S. brasiliensis. </em>Work has begun to investigate the true diversity of <em>Sylvilagus</em> in Central and South America – leading to several species already removed from synonymy: <em>S. andinus, S. gabbi, S. tapetillus, S. sanctaemartae</em>; taxonomic investigations continue. Meanwhile, only recently was a neotype designated (Linnaeus did not designate holotypes) allowing investigation into the species limits and true range occupied by <em>S. brasiliensis</em> and other South American <em>Sylvilagus</em> species (Ruedas <em>et al.</em> 2017, Ruedas and Smith 2018). It is the newly circumscribed geographic range of <em>S</em>. <em>brasiliensis</em> that is considered herein."
41986,Ochotona argentata,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,argentata,,,,,"Howell, 1928","<em>Ochotona argentata</em> was listed in the 1996 and 2000 Red Lists as <em>O. helanshanensis</em> which is no longer recognized as a valid name. It was subsequently changed to <em>O. pallasi helanshanensis </em>in 2002 (on recommendation of the IUCN SSC Lagomorph Specialist Group). The taxonomy was changed again to<em> O. argentata</em> in 2003, as <em>O. helanshanensis</em> is apparently a junior synonym of <em>O. argentata</em>. New biological evidence (morphological and molecular comparisons) indicates that the form is an independent species (Lissovsky 2014, Lissovsky <em>et al.</em> 2016)."
4806,Chrotogale owstoni,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Chrotogale,owstoni,,,,,"Thomas, 1912","<em>Chrotogale owstoni</em>&#160;appears to contain two distinct geographic clades (Veron <em>et al.</em> 2004) although they were not suggested to warrant recognition as subspecies. Some authors (e.g. Corbet and Hill 1992) refer this species to the genus <em>Hemigalus</em>, but recent investigations have validated its placement in the monospecific genus <em>Chrotogale</em>&#160;(e.g., Wilting and Fickel 2012)."
5760,Cryptoprocta ferox,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Cryptoprocta,ferox,,,,,"Bennett, 1833","After a chequered history of higher taxonomic placement for the&#160;the Malagasy carnivores, Bininda-Edmons <em>et al</em>. (1999) considered them to form a monophyletic family,&#160;the Eupleridae, endemic to Madagascar."
6082,Cynogale bennettii,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Cynogale,bennettii,,,,,"Gray, 1837","<em>Cynogale lowei</em>, known only from the holotype found in Viet Nam in 1926, was considered by Veron <em>et al.</em>&#160;(2006) to represent an individual brought in trade from this species' Sundaic range."
6635,Diplogale hosei,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Diplogale,hosei,,,,,"(Thomas, 1892)","This species was previously often included in the genus <em>Hemigalus</em> but Corbet and Hill (1992) suggested that morphological differences supported placement in its own genus, <em>Diplogale</em>. Phylogenetic analysis corroborates this (Wilting and Fickel 2012)."
8668,Fossa fossana,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Fossa,fossana,,,,,"(P.L.S. Müller, 1776)",
8833,Galidictis fasciata,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Galidictis,fasciata,,,,,"(Gmelin, 1788)",Two subspecies are sometimes distinguished: the nominate form and <em>G. f. striatus</em> (see Wozencraft 2005).
8834,Galidictis grandidieri,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Galidictis,grandidieri,,,,,"Wozencraft, 1986",
8998,Genetta cristata,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,cristata,,,,,"Hayman in Sanborn, 1940","<em>Genetta cristata</em> was originally described as a subspecies of the Servaline Genet <em>G. servalina</em>, but it is here considered a distinct species following Rosevear (1974), Crawford-Cabral (1980), Van Rompaey and Colyn (1998) and the studies of Gaubert <em>et al</em>. (2004, 2005, 2006). See Wozencraft (2005) and Van Rompaey and Colyn (2013) for further discussion."
11933,Liberiictis kuhni,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Liberiictis,kuhni,,,,,"Hayman, 1958","Recent phylogenetic studies of Herpestidae demonstrated that <em>Liberiictis</em> is closer to other social mongooses (subfamily Mungotinae), and that it is closer to the Banded Mongoose (<em>Mungos mungo</em>) than to the cusimanses (genus <em>Crossarchus</em>) (Veron <em>et al.</em> 2004, in press; Patou <em>et al.</em> 2009)."
12592,Macrogalidia musschenbroekii,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Macrogalidia,musschenbroekii,,,,,"(Schlegel, 1877)",
13110,Melogale everetti,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,everetti,,,,,"(Thomas, 1895)","Bornean Ferret Badger has been considered by some to be a subspecies of Javan Ferret Badger <em>M. orientalis</em>, and by others as a subspecies of Large-toothed Ferret Badger&#160;<em>M. personata</em>, but it is now generally considered to be a distinct species (Long 1992). All past records of <em>Melogale</em> in Borneo under whatever name refer to <em>M. everetti</em> (Long 1992)."
13923,Mungotictis decemlineata,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Mungotictis,decemlineata,,,,,"(A. Grandidier, 1867)","Two subspecies are accepted: <em>M. d. decemlineata</em>, in the northern range of the species, and <em>M. d. lineata</em>, formerly known only from the holotype at the southern limit of the range, but since recorded in the Manombo River valley (Hawkins <em>et al.</em> 2000, Goodman <em>et al</em>. 2005).&#160;Given the differences in distribution, pelage and ecology between&#160;<em>M. d. lineata</em>&#160;and the nominate (Hawkins&#160;<em>et al</em>. 2000, Goodman&#160;<em>et al</em>. 2005), it would be reasonable to treat these forms as different species (Goodman&#160;2013), although a formal proposal for&#160;such treatment has not yet been made."
14018,Mustela lutreola,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,lutreola,,,,,"(Linnaeus, 1761)","The species occasionally hybridizes with Western Polecat <em>Mustela putorius</em> (Tumanov and Abramov 2002, Ternovsky 1977, Davidson <em>et al.</em> 2000, Cabria <em>et al</em>. 2011). Both hybridisation and genetic introgression occur at low levels (3% and 0.9% respectively) and the hybridization is asymmetric, as only pure Polecat males mate with pure European Mink females. Backcrossing and genetic introgression has been detected only from female first-generation (F1) hybrids of European Mink with Polecats (Ternovsky 1977). Hybridization and genetic introgression between the two species can be considered a rather uncommon event (Cabria <em>et al</em>. 2011).<br/><br/>The western subpopulations (Spain and France) have very low genetic variability and the southern population slightly higher genetic variability, whilst the eastern subpopulations have the greatest variability (Lodé 1999, Davidson <em>et al</em>. 2000, Michaux <em>et al</em>. 2004, 2005; Cabria 2009)."
14020,Mustela nigripes,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,nigripes,,,,,"(Audubon &amp; Bachman, 1851)","Some authors have proposed that <em>M. nigripes</em> might be conspecific with Steppe Polecat&#160;<em>M. eversmanii</em> (Wozencraft 2005), but this is not a treatment generally followed."
14026,Neogale felipei,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Neogale,felipei,,,,,"(Izor &amp; de la Torre, 1978)",Izor and de la Torre (1978) suggested that <em>M. africana</em> and <em>M. felipei</em> form a monophyletic group. Youngman (1982) placed <em>M. felipei</em> in subgenus <em>Grammogale</em>; Abramov (2000) placed it in subgenus <em>Cabreragale</em>.
18267,Procyon pygmaeus,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,pygmaeus,,,,,"Merriam, 1901","Placed in <em>Procyon pygmaeus</em> according to Merriam (1901), Goldman (1950), Hall (1981), Lazell (1981), and Helgen and Wilson (2005). Body size and cranial characters have been sufficient to consider <em>P. pygmaeus</em> a separate species (Merriam 1901, Goldman 1950, Jones and Lawlor 1965).  Morphometric data from McFadden (2004) and García-Vasco (2005) support the&#160;suggestion&#160;that Pygmy Raccoon is a true dwarf and a separate species. Analysis of mtDNA indicates that this species is genetically distinct from the Yucatan Peninsula <em>P. lotor</em> (i.e., the closest congeneric populations; McFadden <em>et al</em>. 2008).  Helgen and Wilson (2003) considered&#160;<em>P. pygmaeus</em> to be the only valid taxon among the insular raccoons from the Caribbean."
19852,Salanoia concolor,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Salanoia,concolor,,,,,"(I. Geoffroy Saint-Hilaire, 1837)","Durbin <em>et al</em>. (2010) named&#160;<em>Salanoia durrelli</em>&#160;based on one specimen, although other individuals were observed but not taken. The morphological differences are minor and the name is here considered a&#160;synonym pending examination of further material. The population to which it refers is ecologically anomalous, occurring in marshland not the forest used by all other populations, and is highly threatened; clarifying its taxonomic&#160;status is therefore of urgent conservation importance."
23036,Viverra civettina,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverra,civettina,,,,,"Blyth, 1862","Malabar Civet&#160;was considered a subspecies of&#160;Large-spotted Civet&#160;<em>V. megaspila</em> by Ellerman and Morrison-Scott (1951). Most standard sources, e.g. Pocock (1939), Corbet and Hill (1992) considered it a separate species, but&#160;purported morphological differences are slight and&#160;its taxonomy therefore needs re-evaluation. It is even possible that it is not a taxon at all, but a result of transport of Large-spotted Civet (Nandini and Mudappa 2010). For the present assessment, the precautionary stance is taken of assuming that Malabar Civet is a valid taxon, and that it is distinct at the species level."
29680,Vormela peregusna,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Vormela,peregusna,,,,,"(Güldenstädt, 1770)",Marbled Polecat infra-specific taxonomy is not clear and further work on this is required (most of the work so far has been done on pelts).
39547,Eupleres major,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Eupleres,major,,,,,"Lavauden, 1929","Until recently the genus <em>Eupleres</em> was generally considered to hold only one species, <em>E. goudotii</em>. Goodman and Helgen (2010) provided convincing morphological evidence that there are two species, geographically separated. This treatment is followed here."
68336601,Eupleres goudotii,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Eupleres,goudotii,,,,,"Doyère, 1835","Until recently the genus <em>Eupleres</em>&#160;was generally considered to hold only one species, <em>E. goudotii</em>. Goodman and Helgen (2010)&#160;provided&#160;convincing morphological evidence that there are two species, geographically separated. This treatment is followed here."
