internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
4085,Cebus trinitatis,"Cebus albifrons ssp. trinitatis von Pusch, 1942",Cebus,albifrons,,subspecies,"von Pusch, 1942"
6302,Daubentonia madagascariensis,"Sciurus madagascariensis Gmelin, 1788",Sciurus,madagascariensis,"Gmelin, 1788",,
8202,Eulemur mongoz,"Lemur mongoz Linnaeus, 1758",Lemur,mongoz,"Linnaeus, 1758",,
8205,Eulemur cinereiceps,"Eulemur albocollaris (Rumpler, 1975)",Eulemur,albocollaris,"(Rumpler, 1975)",,
8205,Eulemur cinereiceps,"Eulemur fulvus ssp. albocollaris (A. Grandidier & Milne-Edwards, 1890)",Eulemur,fulvus,,subspecies,"(A. Grandidier & Milne-Edwards, 1890)"
8206,Eulemur collaris,"Eulemur fulvus ssp. collaris (É. Geoffroy, 1817)",Eulemur,fulvus,,subspecies,"(É. Geoffroy, 1817)"
8207,Eulemur fulvus,"Eulemur fulvus ssp. mayottensis (Schlegel, 1866)",Eulemur,fulvus,,subspecies,"(Schlegel, 1866)"
8207,Eulemur fulvus,"Eulemur fulvus ssp. fulvus (É. Geoffroy, 1796)",Eulemur,fulvus,,subspecies,"(É. Geoffroy, 1796)"
8209,Eulemur rufus,"Eulemur fulvus ssp. rufus (Audebert, 1800)",Eulemur,fulvus,,subspecies,"(Audebert, 1800)"
8211,Eulemur flavifrons,"Eulemur macaco ssp. flavifrons (Gray, 1867)",Eulemur,macaco,,subspecies,"(Gray, 1867)"
9673,Hapalemur griseus,"Hapalemur ranomafanensis Rabarivola, Prosper, Zaramody, Andriaholinirina & Hauwy, 2007",Hapalemur,ranomafanensis,"Rabarivola, Prosper, Zaramody, Andriaholinirina & Hauwy, 2007",,
9674,Prolemur simus,"Hapalemur simus Gray, 1871",Hapalemur,simus,"Gray, 1871",,
16872,Phaner furcifer,"Phaner furcifer ssp. furcifer (de Blainville, 1839)",Phaner,furcifer,,subspecies,"(de Blainville, 1839)"
16873,Phaner parienti,"Phaner furcifer ssp. parienti Groves & Tattersall, 1991",Phaner,furcifer,,subspecies,"Groves & Tattersall, 1991"
16874,Phaner pallescens,"Phaner furcifer ssp. pallescens Groves & Tattersall, 1991",Phaner,furcifer,,subspecies,"Groves & Tattersall, 1991"
16875,Phaner electromontis,"Phaner furcifer (Groves & Tattersall, 1991) ssp. electromontis",Phaner,furcifer,"(Groves & Tattersall, 1991)",subspecies,
18354,Propithecus verreauxi,"Propithecus verreauxi ssp. verreauxi A. Grandidier, 1867",Propithecus,verreauxi,,subspecies,"A. Grandidier, 1867"
18355,Propithecus coquereli,"Propithecus verreauxi ssp. coquereli (A. Grandidier, 1867)",Propithecus,verreauxi,,subspecies,"(A. Grandidier, 1867)"
18356,Propithecus coronatus,"Propithecus verreauxi ssp. coronatus Milne-Edwards, 1871",Propithecus,verreauxi,,subspecies,"Milne-Edwards, 1871"
18357,Propithecus deckenii,"Propithecus verreauxi ssp. deckenii A. Grandidier, 1867",Propithecus,verreauxi,,subspecies,"A. Grandidier, 1867"
18358,Propithecus diadema,"Propithecus diadema ssp. diadema Bennett, 1832",Propithecus,diadema,,subspecies,"Bennett, 1832"
18359,Propithecus edwardsi,"Propithecus holomelas Günther, 1875",Propithecus,holomelas,"Günther, 1875",,
18359,Propithecus edwardsi,"Propithecus diadema ssp. edwardsi A. Grandidier, 1871",Propithecus,diadema,,subspecies,"A. Grandidier, 1871"
18360,Propithecus candidus,"Propithecus diadema ssp. candidus A. Grandidier, 1871",Propithecus,diadema,,subspecies,"A. Grandidier, 1871"
18361,Propithecus perrieri,"Propithecus diadema ssp. perrieri Lavauden, 1931",Propithecus,diadema,,subspecies,"Lavauden, 1931"
22918,Varecia variegata,"Lemur macaco ssp. variegatus Kerr, 1792",Lemur,macaco,,subspecies,"Kerr, 1792"
22920,Varecia rubra,"Varecia variegata ssp. rubra (É. Geoffroy, 1812)",Varecia,variegata,,subspecies,"(É. Geoffroy, 1812)"
136206,Microcebus mamiratra,"Microcebus lokobensis Olivier et al., 2007",Microcebus,lokobensis,"Olivier et al., 2007",,
163021377,Cheirogaleus crossleyi,"Cheirogaleus melanotis Forsyth Major, 1894",Cheirogaleus,melanotis,"Forsyth Major, 1894",,
136254,Lepilemur randrianasoloi,"Lepilemur randrianasoli Andriaholinirina, Fausser, Roos, Rabarivola, Ravoarimanana, Zinner, Thalmann, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall & Rumpler, 2006 [name invalid]",Lepilemur,randrianasoli,"Andriaholinirina, Fausser, Roos, Rabarivola, Ravoarimanana, Zinner, Thalmann, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall & Rumpler, 2006 [name invalid]",,
136311,Lepilemur wrightae,"Lepilemur wrighti Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",Lepilemur,wrighti,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",,
136376,Lepilemur aeeclis,"Lepilemur aeeclis Andriaholinirina, Fausser, Roos, Rabarivola, Ravoarimanana, Zinner, Thalmann, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall & Rumpler, 2006 [name invalid]",Lepilemur,aeeclis,"Andriaholinirina, Fausser, Roos, Rabarivola, Ravoarimanana, Zinner, Thalmann, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall & Rumpler, 2006 [name invalid]",,
136491,Lepilemur jamesorum,"Lepilemur jamesi Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006 [orth. error]",Lepilemur,jamesi,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006 [orth. error]",,
136645,Lepilemur sahamalaza,"Lepilemur sahamalazensis Andriaholinirina, Fausser, Roos, Rabarivola, Ravoarimanana, Zinner, Thalmann, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall & Rumpler, 2006 [invalid name]",Lepilemur,sahamalazensis,"Andriaholinirina, Fausser, Roos, Rabarivola, Ravoarimanana, Zinner, Thalmann, Ganzhorn, Meier, Hilgartner, Walter, Zaramody, Langer, Hahn, Zimmermann, Radespiel, Craul, Tomiuk, Tattersall & Rumpler, 2006 [invalid name]",,
136709,Lepilemur tymerlachsoni,"Lepilemur tymerlachsonorum Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",Lepilemur,tymerlachsonorum,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",,
136761,Lepilemur hubbardorum,"Lepilemur hubbardi Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006 [orth. error]",Lepilemur,hubbardi,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney &amp; Brenneman, 2006 [orth. error]",,
136771,Lepilemur grewcockorum,"Lepilemur manasamody Craul, Zimmermann, Rasoloharijaona, Randrianambinina & Radespiel, 2007",Lepilemur,manasamody,"Craul, Zimmermann, Rasoloharijaona, Randrianambinina & Radespiel, 2007",,
136771,Lepilemur grewcockorum,"Lepilemur grewcocki Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006 [orth. error]",Lepilemur,grewcocki,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney, & Brenneman, 2006 [orth. error]",,
163023599,Cheirogaleus medius,"Cheirogaleus adipicaudatus A. Grandidier, 1868",Cheirogaleus,adipicaudatus,"A. Grandidier, 1868",,
54778911,Cheirogaleus major,"Cheirogaleus ravus Groves, 2000",Cheirogaleus,ravus,"Groves, 2000",,
197169,Rhinophis melanogaster,"Uropeltis melanogaster (Gray, 1858)",Uropeltis,melanogaster,"(Gray, 1858)",,
197169,Rhinophis melanogaster,"Mytilia melanogaster Gray, 1858",Mytilia,melanogaster,"Gray, 1858",,
197169,Rhinophis melanogaster,"Plectrurus ceylonicus Peters, 1859",Plectrurus,ceylonicus,"Peters, 1859",,
197169,Rhinophis melanogaster,"Silybura melanogaster (Gray, 1858)",Silybura,melanogaster,"(Gray, 1858)",,
197168,Rhinophis phillipsi,"Uropeltis phillipsi (Nicholls, 1929)",Uropeltis,phillipsi,"(Nicholls, 1929)",,
197168,Rhinophis phillipsi,"Silybura phillipsi Nicholls, 1929",Silybura,phillipsi,"Nicholls, 1929",,
197173,Rhinophis philippinus,"Typhlops philippinus Cuvier, 1829: 74",Typhlops,philippinus,"Cuvier, 1829: 74",,
197173,Rhinophis philippinus,"Rhinophis  planiceps Peters, 1861",Rhinophis ,planiceps,"Peters, 1861",,
115604249,Rhinophis saffragamus,"Pseudotyplops philippinus (Müller, 1832)",Pseudotyplops,philippinus,"(Müller, 1832)",,
115604249,Rhinophis saffragamus,"Uropeltis saffraganus Kelaart, 1853",Uropeltis,saffraganus,"Kelaart, 1853",,
115604249,Rhinophis saffragamus,"Uropeltis pardalis Kelaart, 1853",Uropeltis,pardalis,"Kelaart, 1853",,
115604249,Rhinophis saffragamus,"Uropeltis grandis Kelaart, 1853",Uropeltis,grandis,"Kelaart, 1853",,
115604249,Rhinophis saffragamus,"Uropeltis philippinus Cuvier, 1829 [nomen nudum]",Uropeltis,philippinus,"Cuvier, 1829 [nomen nudum]",,
115604249,Rhinophis saffragamus,"Uropeltis philippina Müller, 1832",Uropeltis,philippina,"Müller, 1832",,
55572,Aplastodiscus musicus,"Hyla musica B. Lutz, 1949",Hyla,musica,"B. Lutz, 1949",,
10241,Chersobius signatus,"Pseudomopus signatus ssp. peersi Hewitt, 1935",Pseudomopus,signatus,,subspecies,"Hewitt, 1935"
10241,Chersobius signatus,"Testudo cafra Daudin, 1801",Testudo,cafra,"Daudin, 1801",,
10241,Chersobius signatus,"Homopus signatus (Gmelin, 1789)",Homopus,signatus,"(Gmelin, 1789)",,
10241,Chersobius signatus,"Testudo signata Gmelin, 1789",Testudo,signata,"Gmelin, 1789",,
163454,Kinixys lobatsiana,"Kinixys belliana ssp. lobatsiana (Power, 1927)",Kinixys,belliana,,subspecies,"(Power, 1927)"
163454,Kinixys lobatsiana,"Cinixys lobatsiana Power, 1927",Cinixys,lobatsiana,"Power, 1927",,
170521,Chersobius boulengeri,"Pseudomopus boulengeri (Duerden, 1906)",Pseudomopus,boulengeri,"(Duerden, 1906)",,
170521,Chersobius boulengeri,"Homopus boulengeri Duerden, 1906",Homopus,boulengeri,"Duerden, 1906",,
11004,Kinixys natalensis,Kinixys belliana ssp. belliana Loveridge & Williams (1957),Kinixys,belliana,,subspecies,Loveridge & Williams (1957)
84335525,Leptobrachella pyrrhops,"Leptolalax pyrrhops Poyarkov, Rowley, Gogoleva, Vassilieva, Galoyan &amp; Orlov, 2015",Leptolalax,pyrrhops,"Poyarkov, Rowley, Gogoleva, Vassilieva, Galoyan &amp; Orlov, 2015",,
57090,Hylodes glaber,"Elosia glabra Miranda-Ribeiro, 1926",Elosia,glabra,"Miranda-Ribeiro, 1926",,
57184,Phantasmarana massarti,"Elosia massarti  De Witte, 1930",Elosia,massarti ,"De Witte, 1930",,
57184,Phantasmarana massarti,"Megaelosia massarti (De Witte, 1930)",Megaelosia,massarti,"(De Witte, 1930)",,
55027,Vitreorana parvula,"Vitreorana parvulum (Boulenger, 1895)",Vitreorana,parvulum,"(Boulenger, 1895)",,
55027,Vitreorana parvula,"Hyalinobatrachium parvulum (Boulenger, 1895)",Hyalinobatrachium,parvulum,"(Boulenger, 1895)",,
55027,Vitreorana parvula,"Hylella parvula Boulenger, 1895",Hylella,parvula,"Boulenger, 1895",,
39258,Caribicus anelpistus,"Celestus anelpistus (Schwartz, Graham &amp; Duval, 1979)",Celestus,anelpistus,"(Schwartz, Graham &amp; Duval, 1979)",,
39258,Caribicus anelpistus,"Diploglossus anelpistus Schwartz, Graham & Duval, 1979",Diploglossus,anelpistus,"Schwartz, Graham & Duval, 1979",,
9022,Chelonoidis guntheri,"Geochelone nigra ssp. guntheri (Baur, 1889)",Geochelone,nigra,,subspecies,"(Baur, 1889)"
9022,Chelonoidis guntheri,"Chelonoidis guntheri (Baur, 1889)",Chelonoidis,guntheri,"(Baur, 1889)",,"(Baur, 1889)"
9022,Chelonoidis guntheri,"Testudo guntheri Baur, 1889",Testudo,guntheri,"Baur, 1889",,
9022,Chelonoidis guntheri,"Geochelone nigra ssp. guentheri (Baur, 1889)",Geochelone,nigra,,subspecies,"(Baur, 1889)"
9022,Chelonoidis guntheri,"Chelonoidis nigra ssp. guentheri (Baur, 1889)",Chelonoidis,nigra,,subspecies,"(Baur, 1889)"
9022,Chelonoidis guntheri,"Testudo wallacei Rothschild, 1902",Testudo,wallacei,"Rothschild, 1902",,
9022,Chelonoidis guntheri,"Geochelone nigra ssp. wallacei (Rothschild, 1902)",Geochelone,nigra,,subspecies,"(Rothschild, 1902)"
9022,Chelonoidis guntheri,"Chelonoidis nigra ssp. wallacei (Rothschild, 1902)",Chelonoidis,nigra,,subspecies,"(Rothschild, 1902)"
9022,Chelonoidis guntheri,"Chelonoidis vicina ssp. guntheri (Baur, 1889)",Chelonoidis,vicina,,subspecies,"(Baur, 1889)"
9022,Chelonoidis guntheri,"Chelonoidis vicina ssp. guentheri (Baur, 1889)",Chelonoidis,vicina,,subspecies,"(Baur, 1889)"
9025,Chelonoidis microphyes,"Geochelone nigra ssp. microphyes (Günther, 1875)",Geochelone,nigra,,subspecies,"(Günther, 1875)"
9025,Chelonoidis microphyes,"Testudo microphyes Günther, 1875",Testudo,microphyes,"Günther, 1875",,
9025,Chelonoidis microphyes,"Chelonoidis vicina ssp. microphyes (Günther, 1875)",Chelonoidis,vicina,,subspecies,"(Günther, 1875)"
9025,Chelonoidis microphyes,"Chelonoidis nigra ssp. microphyes (Günther, 1875)",Chelonoidis,nigra,,subspecies,"(Günther, 1875)"
9025,Chelonoidis microphyes,"Testudo macrophyes Garman, 1917",Testudo,macrophyes,"Garman, 1917",,
22681052,Picoides ramsayi,"Dendrocopos ramsayi (Hargitt, 1881)",Dendrocopos,ramsayi,"(Hargitt, 1881)",,
22681052,Picoides ramsayi,"Picoides ramsayi ssp. ramsayi (Hargitt, 1881) — BirdLife International (2000)",Picoides,ramsayi,,subspecies,"(Hargitt, 1881) — BirdLife International (2000)"
116989724,Urocitellus nancyae,"Spermophilus townsendii nancyae Nadler, 1968",Spermophilus,townsendii nancyae,"Nadler, 1968",,
22713185,Hypsipetes siquijorensis,"Hypsipetes siquijorensis ssp. siquijorensis (Steere, 1890) — Collar and Andrew (1988)",Hypsipetes,siquijorensis,,subspecies,"(Steere, 1890) — Collar and Andrew (1988)"
22713185,Hypsipetes siquijorensis,"Ixos siquijorensis (Steere, 1890)",Ixos,siquijorensis,"(Steere, 1890)",,
22713185,Hypsipetes siquijorensis,"Iole siquijorensis Steere, 1890",Iole,siquijorensis,"Steere, 1890",,
22694103,Rhinoptilus bitorquatus,"Cursorius bitorquatus ssp. bitorquatus (Blyth, 1848) — Collar and Andrew (1988)",Cursorius,bitorquatus,,subspecies,"(Blyth, 1848) — Collar and Andrew (1988)"
61868,Odorrana bolavensis,"Rana bolavensis Stuart & Bain, 2005",Rana,bolavensis,"Stuart & Bain, 2005",,
48101579,Leptobrachella bidoupensis,"Leptolalax bidoupensis Rowley, Le, Tran &amp; Hoang, 2011",Leptolalax,bidoupensis,"Rowley, Le, Tran &amp; Hoang, 2011",,
22697232,Oroanassa magnifica,"Gorsachius magnificus (Ogilvie Grant, 1899)",Gorsachius,magnificus,"(Ogilvie Grant, 1899)",,
22697232,Oroanassa magnifica,"Nycticorax magnificus Ogilvie-Grant, 1899",Nycticorax,magnificus,"Ogilvie-Grant, 1899",,
22682541,Rhyticeros subruficollis,"Aceros subruficollis (Blyth, 1843)",Aceros,subruficollis,"(Blyth, 1843)",,
22684795,Cacatua haematuropygia,"Psittacus haematuropygius Müller, 1776",Psittacus,haematuropygius,"Müller, 1776",,
22698738,Sarcophanops steerii,"Eurylaimus steerii Sharpe, 1876",Eurylaimus,steerii,"Sharpe, 1876",,
20498,Urocitellus endemicus,"Spermophilus brunneus ssp. endemicus Yensen, 1991",Spermophilus,brunneus,,subspecies,"Yensen, 1991"
20498,Urocitellus endemicus,"Urocitellus brunneus ssp. endemicus Yensen, 1991",Urocitellus,brunneus,,subspecies,"Yensen, 1991"
192028,Achalinus hainanus,"Achalinus hainanensis Hunag, 1975 [orth. error]",Achalinus,hainanensis,"Hunag, 1975 [orth. error]",,
197184,Indotyphlops lankaensis,"Typhlops lankaensis Taylor, 1947",Typhlops,lankaensis,"Taylor, 1947",,
197183,Indotyphlops leucomelas,"Asiatyphlops leucomelas (Boulenger, 1890)",Asiatyphlops,leucomelas,"(Boulenger, 1890)",,
197183,Indotyphlops leucomelas,"Typhlops leucomelas Boulenger, 1890",Typhlops,leucomelas,"Boulenger, 1890",,
197182,Indotyphlops malcolmi,"Typhlops malcolmi Taylor, 1947",Typhlops,malcolmi,"Taylor, 1947",,
22716650,Sylvia nigricapillus,"Lioptilus nigricapillus (Vieillot, 1818)",Lioptilus,nigricapillus,"(Vieillot, 1818)",,
22678795,Ptilopachus nahani,"Francolinus nahani Dubois, 1905",Francolinus,nahani,"Dubois, 1905",,
22716655,Kupeornis gilberti,"Lioptilus gilberti ssp. gilberti (Serle, 1949) — Collar and Andrew (1988)",Lioptilus,gilberti,,subspecies,"(Serle, 1949) — Collar and Andrew (1988)"
22691061,Pampusana rubescens,"Gallicolumba rubescens (Vieillot, 1818)",Gallicolumba,rubescens,"(Vieillot, 1818)",,
22691061,Pampusana rubescens,"Alopecoenas rubescens (Vieillot, 1818)",Alopecoenas,rubescens,"(Vieillot, 1818)",,
22705852,Dendrocitta bayleii,"Dendrocitta bayleyi Blyth, 1863 [orth. error]",Dendrocitta,bayleyi,"Blyth, 1863 [orth. error]",,
22715675,Ianthocincla bieti,"Garrulax bieti (Oustalet, 1897)",Garrulax,bieti,"(Oustalet, 1897)",,
22715675,Ianthocincla bieti,"Ianthocincla Bieti Oustalet, 1897",Ianthocincla,Bieti,"Oustalet, 1897",,
22700052,Xolmis dominicanus,Heteroxolmis dominicana dominicana BirdLife International (2000),Heteroxolmis dominicana,dominicana,BirdLife International (2000),,
22700052,Xolmis dominicanus,Xolmis dominicana,Xolmis dominicana,,Collar and Andrew (1988),,
22700052,Xolmis dominicanus,Xolmis dominicana,Xolmis dominicana,,Stotz et al. (1996),,
22700052,Xolmis dominicanus,Xolmis dominicana,Xolmis dominicana,,BirdLife International (2004),,
22700052,Xolmis dominicanus,Heteroxolmis dominicana dominicana Collar et al. (1994),Heteroxolmis dominicana,dominicana,Collar et al. (1994),,
22700052,Xolmis dominicanus,"Heteroxolmis dominicana dominicana Sibley and Monroe (1990, 1993)",Heteroxolmis dominicana,dominicana,"Sibley and Monroe (1990, 1993)",,
22710565,Aplonis brunneicapillus,"Aplonis brunneicapilla ssp. brunneicapilla (Danis, 1938) — BirdLife International (2000)",Aplonis,brunneicapilla,,subspecies,"(Danis, 1938) — BirdLife International (2000)"
22710565,Aplonis brunneicapillus,"Aplonis brunneicapilla ssp. brunneicapilla (Danis, 1938) — Collar <i>et al</i>. (1994)",Aplonis,brunneicapilla,,subspecies,"(Danis, 1938) — Collar <i>et al</i>. (1994)"
22710565,Aplonis brunneicapillus,"Aplonis brunneicapilla ssp. brunneicapilla (Danis, 1938) — Sibley and Monroe (1990, 1993)",Aplonis,brunneicapilla,,subspecies,"(Danis, 1938) — Sibley and Monroe (1990, 1993)"
22698957,Hemitriccus kaempferi,"Idioptilon kaempferi ssp. kaempferi Zimmer, 1953 — Collar and Andrew (1988)",Idioptilon,kaempferi,,subspecies,"Zimmer, 1953 — Collar and Andrew (1988)"
22698777,Neodrepanis hypoxantha,Neodrepanis hypoxanthus ssp. hypoxanthus — Collar <i>et al</i>. (1994),Neodrepanis,hypoxanthus,,subspecies,— Collar <i>et al</i>. (1994)
1099,Ambystoma cingulatum,"Amblystoma cingulatum Cope, 1868",Amblystoma,cingulatum,"Cope, 1868",,
3169,Anaxyrus exsul,"Bufo exsul Myers, 1942",Bufo,exsul,"Myers, 1942",,
3170,Anaxyrus houstonensis,"Bufo houstonensis Sanders, 1953",Bufo,houstonensis,"Sanders, 1953",,
3180,Anaxyrus canorus,"Bufo canorus Camp, 1916",Bufo,canorus,"Camp, 1916",,
3181,Anaxyrus nelsoni,"Bufo nelsoni Stejneger, 1893",Bufo,nelsoni,"Stejneger, 1893",,
19178,Lithobates onca,"Rana onca Cope, 1875",Rana,onca,"Cope, 1875",,
39262,Eurycea rathbuni,"Typhlomolge rathbuni Stejneger, 1896",Typhlomolge,rathbuni,"Stejneger, 1896",,
58564,Lithobates capito,"Rana capito LeConte, 1855",Rana,capito,"LeConte, 1855",,
58684,Aquarana okaloosae,"Lithobates okaloosae (Moler, 1985)",Lithobates,okaloosae,"(Moler, 1985)",,
58684,Aquarana okaloosae,"Rana okaloosae Moler, 1985",Rana,okaloosae,"Moler, 1985",,
58714,Lithobates sevosus,"Rana sevosa Goin & Netting, 1940",Rana,sevosa,"Goin & Netting, 1940",,
58714,Lithobates sevosus,"Lithobates sevosa Goin & Netting, 1940 [orth. error]",Lithobates,sevosa,"Goin & Netting, 1940 [orth. error]",,
200109960,Eurycea latitans,"Eurycea tridentifera Mitchell &amp; Reddall, 1965",Eurycea,tridentifera,"Mitchell &amp; Reddall, 1965",,
59284,Eurycea wallacei,"Haideotriton wallacei Carr, 1939",Haideotriton,wallacei,"Carr, 1939",,
136128,Ambystoma bishopi,"Linguaelapsus bishopi (Goin, 1950)",Linguaelapsus,bishopi,"(Goin, 1950)",,
136128,Ambystoma bishopi,"Ambystoma cingulatum ssp. bishopi Goin, 1950",Ambystoma,cingulatum,,subspecies,"Goin, 1950"
77855686,Aneides iecanus,"Plethodon iecanus Cope, 1883",Plethodon,iecanus,"Cope, 1883",,
22713638,Schistolais leontica,"Prinia leontica Bates, 1930",Prinia,leontica,"Bates, 1930",,
22700900,Xipholena atropurpurea,"Ampelis atro-purpurea Wied, 1820",Ampelis,atro-purpurea,"Wied, 1820",,
3897,Caretta caretta,"Testudo caretta Linnaeus, 1758",Testudo,caretta,"Linnaeus, 1758",,
56310,Adenomera lutzi,"Leptodactylus lutzi (Heyer, 1975)",Leptodactylus,lutzi,"(Heyer, 1975)",,
55052,Anomaloglossus beebei,"Colostethus beebei — Edwards, 1971",Colostethus,beebei,"— Edwards, 1971",,
55052,Anomaloglossus beebei,"Hyloxalus beebei Noble, 1923",Hyloxalus,beebei,"Noble, 1923",,
125200843,Anomaloglossus degranvillei,"Colostethus degranvillei Lescure, 1975",Colostethus,degranvillei,"Lescure, 1975",,
135874,Anomaloglossus kaiei,"Colostethus kaiei Kok, Sambhu, Roopsind, Lenglet & Bourne, 2006",Colostethus,kaiei,"Kok, Sambhu, Roopsind, Lenglet & Bourne, 2006",,
10253,Toropuku stephensi,"Hoplodactylus stephensi Robb, 1980",Hoplodactylus,stephensi,"Robb, 1980",,
10252,Tukutuku rakiurae,"Hoplodactylus rakiurae Thomas, 1981",Hoplodactylus,rakiurae,"Thomas, 1981",,
10251,Mokopirirakau kahutarae,"Hoplodactylus kahutarae Whitaker, 1985",Hoplodactylus,kahutarae,"Whitaker, 1985",,
6010,Oligosoma alani,"Cyclodina alani (Robb, 1970)",Cyclodina,alani,"(Robb, 1970)",,
6010,Oligosoma alani,"Leiolopisma alani Robb, 1970",Leiolopisma,alani,"Robb, 1970",,
6011,Oligosoma macgregori,"Leiolopisma macgregori Robb, 1975",Leiolopisma,macgregori,"Robb, 1975",,
6011,Oligosoma macgregori,"Cyclodina macgregori (Robb, 1975)",Cyclodina,macgregori,"(Robb, 1975)",,
6013,Oligosoma whitakeri,"Cyclodina whitakeri Hardy, 1977",Cyclodina,whitakeri,"Hardy, 1977",,
14378,Naultinus rudis,"Heteropholis rudis Fischer, 1881",Heteropholis,rudis,"Fischer, 1881",,
15257,Oligosoma grande,"Mocoa grandis Gray, 1845",Mocoa,grandis,"Gray, 1845",,
15260,Oligosoma otagense,"Girardiscincus otagense (McCann, 1955)",Girardiscincus,otagense,"(McCann, 1955)",,
15260,Oligosoma otagense,"Leiolopisma grande ssp. otagense McCann, 1955",Leiolopisma,grande,,subspecies,"McCann, 1955"
15261,Oligosoma striatum,"Mocoa striata Buller, 1871",Mocoa,striata,"Buller, 1871",,
15263,Oligosoma fallai,"Lygosomella fallai (McCann, 1955)",Lygosomella,fallai,"(McCann, 1955)",,
15263,Oligosoma fallai,"Leiolopisma fallai McCann, 1955",Leiolopisma,fallai,"McCann, 1955",,
156731593,Oligosoma infrapunctatum,"Lygosoma infrapunctatum Boulenger, 1887",Lygosoma,infrapunctatum,"Boulenger, 1887",,
15265,Oligosoma waimatense,"Leiolopisma grande ssp. waimatense McCann, 1955",Leiolopisma,grande,,subspecies,"McCann, 1955"
177826,Naultinus gemmeus,"Naultinus elegans ssp. gemmeus (McCann, 1955)",Naultinus,elegans,,subspecies,"(McCann, 1955)"
177826,Naultinus gemmeus,"Heteropholis gemmeus McCann, 1955",Heteropholis,gemmeus,"McCann, 1955",,
177827,Naultinus manukanus,"Naultinus elegans ssp. manukanus (McCann, 1955)",Naultinus,elegans,,subspecies,"(McCann, 1955)"
177827,Naultinus manukanus,"Heteropholis manukanus McCann, 1955",Heteropholis,manukanus,"McCann, 1955",,
120163135,Woodworthia cf. brunnea,"Woodworthia brunneus (Cope, 1869) [orth. error]",Woodworthia,brunneus,"(Cope, 1869) [orth. error]",,
120163135,Woodworthia cf. brunnea,"Pentadactylus brunneus Cope, 1869",Pentadactylus,brunneus,"Cope, 1869",,
120188714,Mokopirirakau cryptozoicus,"Hoplodactylus cryptozoicus Jewell & Leschen, 2004",Hoplodactylus,cryptozoicus,"Jewell & Leschen, 2004",,
120188740,Mokopirirakau granulatus,"Naultinus granulatus Gray, 1845",Naultinus,granulatus,"Gray, 1845",,
120189038,Naultinus stellatus,"Naultinus elegans ssp. stellatus Hutton, 1872",Naultinus,elegans,,subspecies,"Hutton, 1872"
120189071,Naultinus tuberculatus,"Heteropholis tuberculatus McCann, 1955",Heteropholis,tuberculatus,"McCann, 1955",,
